107 2 0.788888719346788 261 22 1
107 3 7.07777743869358 208 20 0
107 4 2.62222290039062 207 20 0
107 6 0.75555419921875 334 10 0
107 5 2.28888956705729 229 22 0
107 6 4.86666531032986 216 21 0
107 7 2.97777642144097 310 16 0
107 8 1.45555623372396 173 26 0
107 9 2.35555691189236 307 16 0
107 9 5.61111111111111 237 23 0
107 11 2.04444715711806 213 22 0
107 13 0.555555555555556 227 26 0
107 14 5.57777913411458 197 20 0
107 15 4.52222357855903 139 23 0
107 14 1.58888753255208 342 28 0
107 15 7.38888888888889 173 17 0
107 16 4.14444308810764 207 23 0
107 17 3.76666937934028 89 26 0
107 15 6.95555284288194 184 17 0
107 16 4.34444173177083 169 37 0
107 18 5.88888888888889 145 31 0
107 20 2.76666937934028 168 23 0
107 21 2.74443901909722 323 13 0
107 22 1.39091168027936 687 0 2
139 2 0.700000339084201 117 22 1
139 2 6.66666666666667 191 19 0
139 4 1.78888956705729 243 22 0
139 6 2.13333468967014 284 20 0
139 6 7.35555691189236 112 24 0
139 7 4.95555623372396 333 18 0
139 9 0.300001356336806 495 21 0
139 10 3.36666531032986 221 24 0
139 12 1 179 23 0
139 13 4.68889024522569 246 33 0
139 14 3.24444580078125 305 26 0
139 15 3.13333468967014 107 103 0
139 15 9.89999728732639 415 17 0
139 16 3.93333604600694 262 27 0
139 18 1.5 163 20 0
139 19 4.45555284288194 190 24 0
139 21 1.56666395399306 145 22 0
139 19 3.74443901909722 187 11 0
139 19 0.855550130208333 233 12 0
139 18 2.26666937934028 161 40 0
139 22 1.001328125 328 0 2
123 1 1.25517272949219 82 23 1
123 3 2.65555487738715 211 23 0
123 4 2.81111145019531 201 18 0
123 6 0.144443088107639 238 23 0
123 7 2.35555691189236 200 22 0
123 8 1.02222357855903 154 24 0
123 9 0.111111111111111 193 21 0
123 10 0.922220865885417 232 25 0
123 11 5.13333468967014 266 23 0
123 13 2.44444444444444 275 20 0
123 14 1 167 20 0
123 13 5.25555419921875 318 26 0
123 14 3.61111111111111 240 21 0
123 15 5.68889024522569 662 14 0
123 15 9.55555555555556 177 16 0
123 16 4.05555555555556 293 13 0
123 16 6.9888916015625 188 23 0
123 18 0.788886176215278 172 20 0
123 20 0.0111083984375 186 19 0
123 21 0.133327907986111 183 22 0
123 22 2.81111653645833 173 16 0
123 23 3.16666666666667 212 0 2
11 4 0.888888888888889 133 22 1
11 5 3.71111043294271 224 25 0
11 7 0.800001356336806 183 24 0
11 8 3.58888753255208 168 26 0
11 9 3.58888753255208 512 20 0
11 11 1.39999728732639 181 19 0
11 12 3.38888888888889 194 17 0
11 13 3.39999728732639 283 22 0
11 14 8.84444173177083 204 26 0
11 15 5.87778049045139 206 23 0
11 16 4.25555419921875 463 27 0
11 18 2.60000271267361 152 21 0
11 16 6.71111382378472 193 25 0
11 19 0.5111083984375 167 19 0
11 20 0.366672092013889 168 18 0
11 21 2.13332790798611 184 18 0
11 22 3.82222493489583 261 0 2
72 3 1.43333265516493 441 17 1
72 4 1.01111178927951 210 21 0
72 6 2.32222154405382 244 20 0
72 7 4.05555555555556 177 20 0
72 8 4.18889024522569 160 23 0
72 10 1.06666734483507 296 22 0
72 11 1.34444173177083 151 23 0
72 12 3.16666666666667 208 23 0
72 13 6.77777777777778 140 17 0
72 14 2.37778049045139 248 27 0
72 15 5.53333197699653 169 41 0
72 11 3.38888888888889 272 22 0
72 10 1.34444512261285 137 25 0
72 7 3.27777777777778 182 26 0
72 4 4.2000003390842 221 11 0
72 3 4.91111077202691 222 24 0
72 2 0.977778116861979 295 16 0
72 3 2.05555555555556 122 24 0
72 1 2.36206896551724 262 26 0
72 4 3.01111178927951 329 20 0
72 6 0.788889567057292 274 14 0
72 6 4.73333401150174 122 28 0
72 4 4.21111043294271 279 26 0
72 7 1.07777913411458 257 18 0
72 7 5.82222154405382 254 18 0
72 9 0.988888210720486 347 21 0
72 10 3.36666531032986 186 15 0
72 11 0.166666666666667 235 17 0
72 11 5.4888916015625 336 14 0
72 13 1.45555284288194 434 25 0
72 13 9.66666666666667 235 14 0
72 13 5.11111111111111 292 20 0
72 14 2.61111111111111 354 24 0
72 15 4.11111111111111 202 37 0
72 12 2.25555419921875 260 13 0
72 11 5.89999728732639 100 48 0
72 15 3.43333604600694 412 10 0
72 15 5.60000271267361 152 27 0
72 14 2.77777777777778 260 22 0
72 13 2.41111246744792 531 25 0
72 14 1.85555691189236 73 24 0
72 15 4.71111382378472 185 25 0
72 16 2.63333468967014 291 21 0
72 17 4.30000135633681 218 51 0
72 13 1.88888888888889 430 25 0
72 11 0.644443088107639 287 9 0
72 10 5.64444308810764 163 33 0
72 8 3.85555691189236 151 41 0
72 4 4.75555589463976 78 36 0
72 2 0.733333163791233 173 14 0
72 3 0.511111789279514 137 20 0
72 4 2.03333367241753 326 19 0
72 6 2.73333401150174 82 22 0
72 7 4.02222357855903 211 20 0
72 8 2.9000006781684 182 23 0
72 10 2.07777913411458 224 7 0
72 9 3.77777777777778 267 25 0
72 11 2.30000135633681 213 24 0
72 13 3.30000135633681 158 35 0
72 14 6.75555419921875 290 22 0
72 15 7.31110975477431 83 24 0
72 16 3.93333604600694 238 36 0
72 18 3.41111246744792 220 20 0
72 20 1.63332790798611 315 15 0
72 21 3.26666937934028 186 0 2
40 1 0.913793103448275 179 22 1
40 2 4.48888821072049 174 24 0
40 4 1.92222256130642 166 23 0
40 5 2.68889024522569 206 24 0
40 7 0.311109754774306 359 23 0
40 8 6.12222290039062 133 43 0
40 4 1.03333367241753 272 13 0
40 4 3.41111077202691 150 41 0
40 7 3.54444376627604 299 24 0
40 8 7.73333401150174 279 22 0
40 10 2.87778049045139 254 21 0
40 11 2.35555691189236 207 21 0
40 12 3.62221950954861 206 23 0
40 14 2.71111382378472 273 26 0
40 15 1.16666666666667 163 40 0
40 11 4.9888916015625 315 41 0
40 14 0.9888916015625 235 31 0
40 15 2.07777913411458 130 28 0
40 13 3.86666531032986 330 21 0
