147 3 4.48888821072049 88 17 1
147 3 0.566667344835069 154 26 0
147 4 0.0555555555555556 232 23 0
147 6 1.32222154405382 567 15 0
147 5 1.08888753255208 179 11 0
147 4 4.11111111111111 98 29 0
147 6 8.24444580078125 193 19 0
147 6 4.25555419921875 197 22 0
147 7 2.5 207 26 0
147 6 3.21111043294271 247 29 0
147 8 0.888888888888889 196 24 0
147 9 0.24444580078125 310 30 0
147 12 2.12221950954861 194 21 0
147 11 1.57777913411458 216 22 0
147 10 1.89999728732639 259 32 0
147 13 1.32222493489583 219 22 0
147 13 7.64444308810764 223 8 0
147 14 1.23333062065972 163 27 0
147 15 4.06666395399306 300 26 0
147 16 3.73333062065972 224 29 0
147 18 3.977783203125 331 19 0
147 19 7.07777235243056 202 0 2
51 4 1.0999993218316 232 23 1
51 5 3.45555623372396 275 22 0
51 6 6.58888753255208 219 13 0
51 7 1.32222154405382 180 24 0
51 8 2.34444512261285 337 21 0
51 9 2.17777845594618 291 10 0
51 8 6.45555623372396 212 33 0
51 11 4.62221950954861 313 21 0
51 12 3.60000271267361 194 26 0
51 11 3.18889024522569 144 27 0
51 13 3.91111246744792 272 25 0
51 15 1.17777506510417 231 21 0
51 15 8.53333197699653 180 27 0
51 18 1.75555419921875 400 23 0
51 20 2.31110975477431 110 219 0
51 20 1.89999728732639 100 28 0
51 17 0.877780490451389 207 16 0
51 16 1.06666395399306 149 71 0
51 5 1.81111145019531 143 21 0
51 3 3.5999993218316 273 9 0
51 3 1.25555589463976 123 30 0
51 6 5.34444512261285 232 12 0
51 7 0.988888210720486 207 30 0
51 9 3.07777913411458 243 25 0
51 11 5.14444308810764 207 24 0
51 10 3.18889024522569 196 16 0
51 9 2.55555555555556 216 26 0
51 11 3.04444715711806 181 27 0
51 13 1.78888617621528 426 175 0
51 13 3.81110975477431 210 26 0
51 15 1.71111382378472 403 26 0
51 16 2.31110975477431 212 27 0
51 18 1.54444715711806 206 24 0
51 16 3.41111246744792 212 25 0
51 15 3.39999728732639 247 28 0
51 13 3.41111246744792 323 230 0
51 15 7.71111382378472 139 19 0
51 16 3.43333604600694 309 22 0
51 18 2.25555419921875 292 35 0
51 15 3.28888617621528 130 219 0
51 13 3.39999728732639 148 35 0
51 10 5.86666531032986 186 21 0
51 9 3.11111111111111 190 20 0
51 10 3.55555555555556 140 29 0
51 7 5.18889024522569 162 21 0
51 6 6.5999993218316 186 19 0
51 6 2.58888753255208 241 27 0
51 3 5.03333367241753 181 10 0
51 3 2.06666734483507 170 23 0
51 5 1.46666632758247 130 29 0
51 7 1.96666802300347 197 36 0
51 10 4.60000271267361 69 57 0
51 18 2.47777642144097 295 0 2
115 2 3.78888956705729 241 27 1
115 4 1.92222256130642 329 22 0
115 6 0.300001356336806 171 19 0
115 6 6.12222290039062 191 23 0
115 8 1.02222357855903 280 22 0
115 9 0.611111111111111 811 20 0
115 10 0.666666666666667 187 22 0
115 10 7.10000271267361 157 20 0
115 12 1.97777642144097 233 18 0
115 13 3.91111246744792 180 24 0
115 14 4.72222222222222 213 22 0
115 15 8.15555826822917 215 28 0
115 17 4.37778049045139 233 27 0
115 20 1.62221950954861 237 9 0
115 19 5.977783203125 183 24 0
115 21 1.37778049045139 263 19 0
115 22 3.14642333984376 169 0 2
35 3 3.23333401150174 157 30 1
35 6 0.777777777777778 162 17 0
35 4 4.14444478352865 176 29 0
35 7 1.95555623372396 367 30 0
35 9 2.35555691189236 209 24 0
35 10 4.97777642144097 151 29 0
35 12 1.11111111111111 176 23 0
35 13 4.13333468967014 139 41 0
35 16 4.15555826822917 171 32 0
35 19 3.32222493489583 292 26 0
35 21 0.877780490451389 94 31 0
35 17 2.35555691189236 189 19 0
35 16 3.86666531032986 262 14 0
35 16 0.766669379340278 63 25 0
35 14 4.69999864366319 181 0 2
19 2 3.48888821072049 146 24 1
19 4 1.54444376627604 165 27 0
19 6 2.4000006781684 204 21 0
19 7 1.13333468967014 274 20 0
19 8 3.76666598849826 229 23 0
19 10 0 242 37 0
19 13 0.888888888888889 300 26 0
19 14 5.39999728732639 225 25 0
19 16 1 273 36 0
19 18 1.31111653645833 155 25 0
19 20 4.65555826822917 335 24 0
19 23 0.478952508223684 305 27 0
19 20 3.0111083984375 329 24 0
19 23 0.110531455592105 201 0 2
67 3 1.7999996609158 214 25 1
67 4 0.866667005750868 195 23 0
67 6 0.588887532552083 208 23 0
67 7 1.13333468967014 224 25 0
67 9 0.811109754774306 347 25 0
67 11 2.85555691189236 159 25 0
67 13 4.14444308810764 199 25 0
67 14 5.95555284288194 329 22 0
67 15 8.26666937934028 206 26 0
67 17 3.94444444444444 191 24 0
67 19 5.82222493489583 212 22 0
67 22 0.0675675675675676 173 27 0
67 18 1.23333062065972 223 29 0
67 22 0.932432432432432 174 243 0
67 6 0.977776421440972 215 41 0
67 8 5.69999864366319 131 0 2
83 2 3.47777811686198 162 25 1
83 4 1.32222154405382 203 20 0
83 5 2.34444512261285 216 18 0
83 6 3.16666666666667 193 7 0
83 6 2 89 25 0
83 7 2.66666666666667 307 26 0
83 9 1.42222086588542 273 32 0
83 13 0.266669379340278 239 21 0
83 11 3.80000135633681 207 29 0
83 13 8.97777642144097 193 27 0
83 15 2.55555555555556 199 24 0
83 16 0.655558268229167 371 28 0
83 18 1.43333604600694 203 16 0
83 19 1.17777506510417 213 23 0
83 21 2.0111083984375 271 18 0
83 22 2.0268764700941 178 0 2
112 4 1.81111145019531 161 23 1
112 6 0.800001356336806 205 19 0
112 6 7.07777913411458 153 19 0
112 7 3.76666598849826 206 19 0
112 8 4.26666598849826 167 29 0
112 9 3.82222493489583 183 13 0
112 9 0.344441731770833 433 24 0
112 10 4.73333062065972 366 20 0
112 11 1.02222357855903 243 8 0
112 10 8.13333468967014 92 28 0
112 13 3.96666802300347 304 10 0
112 13 2.26666937934028 154 28 0
112 14 4.52222357855903 167 21 0
112 15 4.38888888888889 474 25 0
112 16 4.5 194 25 0
112 18 2.15555826822917 219 18 0
112 17 2.72222222222222 221 23 0
112 19 2.53333875868056 230 25 0
112 17 2.41111246744792 258 26 0
