9	1	2.000000	258	21	1
9	2	5.262407	340	16	0
9	5	0.066209	142	22	0
9	6	5.676832	440	13	0
9	7	4.802351	342	21	0
9	10	1.370751	131	25	0
9	9	2.312844	523	14	0
9	6	5.108730	576	16	0
9	10	5.587106	532	18	0
9	13	3.748230	169	12	0
9	13	3.278216	120	15	0
9	14	1.218993	519	19	0
9	16	8.294177	469	17	0
9	17	5.968191	760	15	0
9	18	3.687857	504	26	0
9	20	3.448010	255	18	0
9	23	4.383120	572	0	2
12	1	2.000000	201	20	1
12	3	2.611209	780	17	0
12	6	5.073596	161	22	0
12	7	4.335143	661	24	0
12	8	4.761489	671	15	0
12	8	3.414307	114	16	0
12	9	2.069481	498	20	0
12	8	5.927090	597	15	0
12	10	5.952614	458	13	0
12	8	6.033881	478	23	0
12	11	5.999605	131	17	0
12	14	3.894413	164	32	0
12	14	8.680680	115	16	0
12	15	5.450317	449	26	0
12	16	3.752706	559	14	0
12	8	8.016305	179	14	0
12	16	8.027766	111	11	0
12	11	4.394086	121	21	0
12	16	8.652802	119	16	0
12	15	2.281470	97	25	0
12	6	2.333646	624	25	0
12	16	8.882137	134	17	0
12	20	2.279137	569	13	0
12	23	4.247486	411	0	2
15	1	2.000000	203	14	1
15	3	0.339008	187	29	0
15	3	4.510439	194	19	0
15	6	3.907346	127	21	0
15	6	7.354105	176	22	0
15	7	5.241079	511	20	0
15	6	5.247998	506	16	0
15	10	1.951967	368	23	0
15	10	5.729405	185	21	0
15	11	4.158958	404	20	0
15	2	1.003902	137	18	0
15	13	0.410004	105	18	0
15	11	3.299351	511	18	0
15	10	3.996534	398	20	0
15	15	0.075450	137	15	0
15	14	6.053765	537	25	0
15	17	0.740189	381	22	0
15	16	3.329969	392	23	0
15	11	5.643357	124	16	0
15	1	0.014288	150	22	0
15	6	7.571486	314	18	0
15	16	6.883998	430	16	0
15	19	6.917516	595	24	0
15	22	0.626476	123	22	0
15	21	1.797003	383	0	2
22	1	2.000000	209	19	1
22	3	6.425744	403	23	0
22	5	1.932813	505	19	0
22	6	5.539485	510	23	0
22	8	7.172914	488	27	0
22	10	1.205533	133	15	0
22	10	5.406358	196	21	0
22	8	5.054024	585	17	0
22	12	3.234045	140	12	0
22	14	0.430591	114	17	0
22	15	3.739436	715	20	0
22	17	7.504735	159	15	0
22	18	4.493215	523	15	0
22	19	2.637535	547	18	0
22	7	0.383499	165	20	0
22	8	5.573517	441	18	0
22	5	0.875389	131	19	0
22	16	3.920181	99	33	0
22	1	1.137356	131	21	0
22	17	1.132528	93	16	0
22	21	0.289151	134	17	0
22	13	2.157731	120	17	0
22	22	0.743610	521	23	0
22	23	2.257693	385	0	2
25	1	2.000000	228	20	1
25	1	0.203034	143	21	0
25	3	6.309142	744	25	0
25	6	5.822339	432	27	0
25	7	1.533022	625	20	0
25	8	2.210253	521	14	0
25	10	6.078213	384	12	0
25	10	6.373611	198	17	0
25	8	3.605805	467	15	0
25	9	0.218737	111	21	0
25	3	4.322965	105	19	0
25	10	2.045121	112	19	0
25	12	1.570084	475	17	0
25	14	3.596823	550	25	0
25	14	0.967188	103	21	0
25	13	1.813165	533	23	0
25	15	7.005159	378	13	0
25	16	3.222659	455	22	0
25	17	3.732251	899	25	0
25	17	0.181471	111	18	0
25	17	4.008883	129	14	0
25	17	0.977056	104	20	0
25	9	2.529881	109	16	0
25	19	1.218706	101	19	0
25	21	1.052496	77	24	0
25	23	10.210300	795	23	0
25	22	2.333339	106	24	0
25	21	1.865910	524	0	2
28	1	2.000000	157	18	1
28	1	0.175602	97	16	0
28	3	0.979921	109	15	0
28	3	5.496944	191	15	0
28	4	3.172379	516	18	0
28	6	4.765197	538	19	0
28	7	3.407405	437	13	0
28	10	5.191160	79	15	0
28	9	0.678305	817	21	0
28	13	7.852013	483	28	0
28	12	2.906066	537	25	0
28	14	0.202747	663	21	0
28	15	4.187180	485	21	0
28	16	5.355862	675	26	0
28	16	3.536410	149	30	0
28	13	3.012906	134	17	0
28	11	3.069548	213	29	0
28	8	4.023290	188	10	0
28	6	4.314676	279	15	0
28	13	9.119356	121	18	0
28	16	5.737965	95	19	0
28	19	4.080866	536	21	0
28	22	7.659883	588	0	2
31	1	2.000000	253	19	1
31	3	4.702217	193	14	0
31	5	0.923547	356	19	0
31	6	4.259939	547	12	0
31	7	4.116086	804	26	0
31	9	2.150347	194	15	0
31	10	2.814165	606	18	0
31	11	3.450968	420	11	0
31	13	5.539299	252	22	0
31	14	2.518342	637	20	0
31	16	9.170969	102	10	0
31	16	5.228040	131	22	0
31	8	3.859632	112	30	0
31	15	7.759568	154	21	0
31	17	2.664074	453	19	0
31	19	11.378760	283	16	0
31	19	5.455807	145	26	0
31	16	3.929837	111	21	0
31	21	2.605771	737	0	2
38	1	2.000000	184	17	1
38	3	6.885262	576	22	0
38	7	0.422068	153	15	0
38	8	2.982961	562	12	0
38	11	1.461570	514	15	0
38	10	6.069184	404	27	0
38	10	7.710702	141	17	0
38	8	3.734663	478	19	0
38	11	4.166130	227	19	0
38	13	5.779309	513	18	0
38	15	4.292485	316	17	0
38	18	4.575445	498	27	0
38	17	4.667231	469	20	0
38	11	3.644237	167	15	0
38	3	7.712590	95	14	0
38	17	1.181016	632	18	0
38	1	1.331591	159	15	0
38	7	1.358849	108	28	0
38	18	3.946461	168	14	0
38	20	5.242049	803	18	0
38	21	1.916738	507	17	0
38	23	5.936534	620	0	2
41	1	2.000000	194	20	1
41	2	3.515342	371	27	0
41	5	1.963880	542	17	0
41	7	2.014966	163	24	0
41	8	2.053674	654	31	0
41	10	4.312748	613	17	0
41	10	1.196282	161	17	0
41	13	4.644042	97	17	0
41	8	6.031687	505	15	0
41	14	1.133905	119	18	0
41	15	3.265582	603	14	0
41	18	2.621869	123	24	0
41	17	4.067594	567	28	0
41	19	3.043034	637	15	0
41	10	5.896956	209	18	0
41	17	2.784725	402	12	0
41	23	0.265838	145	17	0
41	22	2.321289	536	0	2
44	1	2.000000	237	19	1
44	2	4.277761	525	18	0
44	4	3.910480	337	26	0
44	6	5.351077	540	21	0
44	8	3.739683	490	22	0
44	11	0.528680	211	14	0
44	10	2.232395	689	18	0
44	10	4.690874	122	29	0
44	8	3.405531	512	13	0
44	13	3.495780	56	23	0
44	14	5.376060	523	19	0
44	14	4.666693	137	20	0
44	16	4.909251	963	23	0
44	5	1.499861	106	28	0
44	6	4.572876	389	23	0
44	17	3.403982	137	12	0
44	19	8.925743	211	26	0
44	21	3.227506	633	0	2
47	1	2.000000	162	21	1
47	3	4.580913	763	23	0
47	7	0.870023	116	23	0
47	8	2.911644	347	15	0
47	6	5.221657	513	24	0
47	11	5.701557	462	22	0
47	10	4.150232	497	25	0
47	2	1.435146	312	22	0
47	4	4.123810	130	15	0
